Year,Date,Start,End,Location,Site,Habitat,Transect,Swath,Taxonomy,Family,Count,Total_Length,Length_Anomaly,Biomass,Coarse_Trophic,Fine_Trophic,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chaetodon pelewensis,Chaetodontidae,2,50,0,      6.17,Secondary Consumer,Corallivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chaetodon pelewensis,Chaetodontidae,3,70,0,     28.06,Secondary Consumer,Corallivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chaetodon quadrimaculatus,Chaetodontidae,2,90,0,     43.60,Secondary Consumer,Corallivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chaetodon quadrimaculatus,Chaetodontidae,2,100,0,     58.6,Secondary Consumer,Corallivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chaetodon unimaculatus,Chaetodontidae,1,100,0,     36.3,Secondary Consumer,Corallivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Cheilinus oxycephalus,Labridae,1,70,0,      5.95,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Cheilinus oxycephalus,Labridae,1,100,0,     17.7,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chlorurus microrhinos,Scaridae,1,220,0,    141.0,Primary Consumer,Excavator,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chlorurus spilurus,Scaridae,9,100,0,    203.6,Primary Consumer,Excavator,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chlorurus spilurus,Scaridae,1,190,0,    152.1,Primary Consumer,Excavator,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chlorurus spilurus,Scaridae,1,220,0,    235.1,Primary Consumer,Excavator,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chromis acares,Pomacentridae,105,30,0,     48.98,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chromis iomelas,Pomacentridae,5,30,0,      1.38,Planktivore,Omnivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chromis margaritifer,Pomacentridae,35,40,0,     26.76,Planktivore,Omnivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Chromis vanderbilti,Pomacentridae,40,40,0,     46.39,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Cirrhilabrus exquisitus,Labridae,30,20,0,      2.72,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Cirrhilabrus scottorum,Labridae,6,80,0,     47.59,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Coris gaimard,Labridae,1,110,0,     15.9,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Ctenochaetus flavicauda,Acanthuridae,1,60,0,      4.67,Primary Consumer,Brusher,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Epibulus insidiator,Labridae,1,90,0,     12.21,Piscivore_primarily,Piscivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Epibulus insidiator,Labridae,1,110,0,     22.7,Piscivore_primarily,Piscivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Epibulus insidiator,Labridae,1,140,0,     47.6,Piscivore_primarily,Piscivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Epinephelus fasciatus,Serranidae,1,240,0,    217.3,Piscivore_primarily,Piscivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Forcipiger flavissimus,Chaetodontidae,6,140,0,    462.9,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Gomphosus varius,Labridae,1,40,0,      0.78,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Gomphosus varius,Labridae,2,50,0,      2.85,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Gomphosus varius,Labridae,1,80,0,      5.08,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Gomphosus varius,Labridae,1,110,0,     12.0,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Gomphosus varius,Labridae,1,130,0,     18.9,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Gomphosus varius,Labridae,1,150,0,     27.8,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Halichoeres claudia,Labridae,2,60,0,      6.75,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Halichoeres claudia,Labridae,3,80,0,     23.92,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Halichoeres hortulanus,Labridae,1,160,0,     63.2,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Labroides bicolor,Labridae,1,60,0,      1.93,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Labroides dimidiatus,Labridae,1,50,0,      1.07,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Labroides dimidiatus,Labridae,4,60,0,      7.71,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Labroides dimidiatus,Labridae,4,70,0,     12.69,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Macropharyngodon meleagris,Labridae,1,50,0,      1.78,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Melichthys vidua,Balistidae,6,160,0,    416.5,Primary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Naso lituratus,Acanthuridae,2,130,0,     39.9,Primary Consumer,Browser,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Naso lituratus,Acanthuridae,1,140,0,     25.4,Primary Consumer,Browser,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Odonus niger,Balistidae,6,150,0,    256.1,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Parupeneus insularis,Mullidae,1,210,0,    142.1,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Parupeneus multifasciatus,Mullidae,1,60,0,      2.62,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Parupeneus multifasciatus,Mullidae,1,70,0,      4.30,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Parupeneus multifasciatus,Mullidae,1,90,0,      9.63,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Parupeneus multifasciatus,Mullidae,1,130,0,     31.4,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Pomachromis fuscidorsalis,Pomacentridae,4,50,0,      9.65,Planktivore,Planktivore_exclusively,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Scarus frenatus,Scaridae,3,200,0,    492.2,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Scarus globiceps,Scaridae,1,150,0,     70.1,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Scarus globiceps,Scaridae,1,160,0,     84.8,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Scarus oviceps,Scaridae,1,150,0,     70.1,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Scarus oviceps,Scaridae,1,210,0,    189.5,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Scarus oviceps,Scaridae,1,240,0,    281.3,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Scarus psittacus,Scaridae,15,120,0,    601.3,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Scarus psittacus,Scaridae,15,130,0,    784.3,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Scarus psittacus,Scaridae,1,210,0,    256.8,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Stethojulis bandanensis,Labridae,1,60,0,      3.10,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Sufflamen bursa,Balistidae,5,100,0,    137.6,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Sufflamen bursa,Balistidae,1,120,0,     46.9,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Thalassoma quinquevittatum,Labridae,4,60,0,     12.64,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Thalassoma quinquevittatum,Labridae,4,100,0,     61.5,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Thalassoma quinquevittatum,Labridae,2,110,0,     41.3,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Zanclus cornutus,Zanclidae,1,100,0,     34.5,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Zebrasoma scopas,Acanthuridae,9,100,0,    257.7,Primary Consumer,Concealed Cropper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55 ,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,0.5,error,3,5,Zebrasoma velifer,Acanthuridae,2,190,0,    317.1,Primary Consumer,Concealed Cropper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Caracanthus maculatus,Scorpaenidae,11,25,0,      3.89,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Caracanthus maculatus,Scorpaenidae,1,30,0,      0.60,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Nemateleotris magnifica,Gobiidae,2,25,0,      0.55,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Nemateleotris magnifica,Gobiidae,2,55,0,      5.52,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Neocirrhites armatus,Cirrhitidae,6,25,0,      1.11,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Neocirrhites armatus,Cirrhitidae,3,30,0,      1.01,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Neocirrhites armatus,Cirrhitidae,5,35,0,      2.79,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Neocirrhites armatus,Cirrhitidae,3,40,0,      2.59,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Paracirrhites arcatus,Cirrhitidae,1,20,0,      0.09,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Paracirrhites arcatus,Cirrhitidae,7,25,0,      1.30,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Paracirrhites arcatus,Cirrhitidae,3,30,0,      1.01,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Paracirrhites arcatus,Cirrhitidae,1,40,0,      0.86,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Paracirrhites arcatus,Cirrhitidae,1,50,0,      1.79,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Paracirrhites arcatus,Cirrhitidae,1,60,0,      3.25,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Plagiotremus tapeinosoma,Blenniidae,3,60,0,      2.90,Secondary Consumer,Fish Scale Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Plectroglyphidodon johnstonianus,Pomacentridae,2,35,0,      3.32,Secondary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Plectroglyphidodon lacrymatus,Pomacentridae,1,20,0,      0.12,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Plectroglyphidodon lacrymatus,Pomacentridae,1,25,0,      0.25,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Plectroglyphidodon lacrymatus,Pomacentridae,5,30,0,      2.26,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Pseudocheilinus hexataenia,Labridae,2,25,0,      0.39,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Pseudocheilinus hexataenia,Labridae,4,30,0,      1.41,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Pseudocheilinus hexataenia,Labridae,1,35,0,      0.57,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Pseudocheilinus tetrataenia,Labridae,1,35,0,      0.57,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,2.5,error,1,1,Stegastes fasciolatus,Pomacentridae,1,35,0,      1.16,Primary Consumer,Herbivore/Detritivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Acanthurus olivaceus,Acanthuridae,3,30,0,      1.59,Primary Consumer,Sediment Sucker,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Acanthurus olivaceus,Acanthuridae,4,40,0,      5.00,Primary Consumer,Sediment Sucker,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Acanthurus olivaceus,Acanthuridae,1,190,0,    130.5,Primary Consumer,Sediment Sucker,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Acanthurus olivaceus,Acanthuridae,1,220,0,    202.1,Primary Consumer,Sediment Sucker,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Balistapus undulatus,Balistidae,2,120,0,     52.3,Secondary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Balistapus undulatus,Balistidae,1,170,0,     85.3,Secondary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Cantherhines sandwichiensis,Monacanthidae,1,170,0,     72.2,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Centropyge bispinosa,Pomacanthidae,13,35,0,     28.89,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Centropyge flavissima,Pomacanthidae,3,30,0,      3.79,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Centropyge flavissima,Pomacanthidae,10,35,0,     18.80,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Centropyge flavissima,Pomacanthidae,1,40,0,      2.65,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Cephalopholis argus,Serranidae,1,180,0,     91.5,Piscivore_primarily,Piscivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Cephalopholis argus,Serranidae,1,240,0,    228.5,Piscivore_primarily,Piscivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Chaetodon ornatissimus,Chaetodontidae,2,160,0,    220.1,Secondary Consumer,Corallivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Chlorurus spilurus,Scaridae,2,180,0,    259.1,Primary Consumer,Excavator,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Chlorurus spilurus,Scaridae,1,190,0,    152.1,Primary Consumer,Excavator,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Chlorurus spilurus,Scaridae,1,200,0,    177.2,Primary Consumer,Excavator,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Chromis acares,Pomacentridae,10,20,0,      1.29,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Chromis iomelas,Pomacentridae,3,20,0,      0.21,Planktivore,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,2.5,error,1,5,Chromis margaritifer,Pomacentridae,5,25,0,      0.86,Planktivore,Omnivore,70,1,0,0.25,29.5,1,GB
