Year,Date,Start,End,Location,Site,Habitat,Transect,Swath,Taxonomy,Family,Count,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Canthigaster solandri,Tetraodontidae,1,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Centropyge bispinosa,Pomacanthidae,20,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Centropyge bispinosa,Pomacanthidae,12,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Centropyge bispinosa,Pomacanthidae,29,10,0,0,0,40,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Centropyge flavissima,Pomacanthidae,31,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Centropyge flavissima,Pomacanthidae,28,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Centropyge flavissima,Pomacanthidae,15,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Centropyge loricula,Pomacanthidae,1,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Centropyge loricula,Pomacanthidae,4,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cephalopholis argus,Serranidae,2,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cephalopholis argus,Serranidae,4,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cephalopholis argus,Serranidae,4,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cephalopholis microprion,Serranidae,6,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cephalopholis urodeta,Serranidae,11,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cephalopholis urodeta,Serranidae,11,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cephalopholis urodeta,Serranidae,12,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon ornatissimus,Chaetodontidae,9,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon ornatissimus,Chaetodontidae,14,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon ornatissimus,Chaetodontidae,12,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon pelewensis,Chaetodontidae,5,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon pelewensis,Chaetodontidae,8,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon pelewensis,Chaetodontidae,9,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon quadrimaculatus,Chaetodontidae,1,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon quadrimaculatus,Chaetodontidae,6,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon quadrimaculatus,Chaetodontidae,6,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon reticulatus,Chaetodontidae,13,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon reticulatus,Chaetodontidae,16,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon reticulatus,Chaetodontidae,7,20,0,0,1,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon trifascialis,Chaetodontidae,1,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chaetodon unimaculatus,Chaetodontidae,2,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cheilinus oxycephalus,Labridae,1,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cheilinus oxycephalus,Labridae,2,10,0,0,0,40,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chlorurus spilurus,Scaridae,49,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chlorurus spilurus,Scaridae,59,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chlorurus spilurus,Scaridae,24,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis acares,Pomacentridae,479,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis acares,Pomacentridae,2550,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis acares,Pomacentridae,895,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis iomelas,Pomacentridae,260,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis iomelas,Pomacentridae,417,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis iomelas,Pomacentridae,43,20,0,0,1,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis margaritifer,Pomacentridae,2,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis vanderbilti,Pomacentridae,7,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis vanderbilti,Pomacentridae,55,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis vanderbilti,Pomacentridae,10,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis xanthura,Pomacentridae,70,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis xanthura,Pomacentridae,22,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Chromis xanthura,Pomacentridae,58,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cirrhilabrus exquisitus,Labridae,17,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cirrhilabrus exquisitus,Labridae,14,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cirrhilabrus scottorum,Labridae,29,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cirrhilabrus scottorum,Labridae,101,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cirrhilabrus scottorum,Labridae,20,20,0,0,1,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cirripectes variolosus,Blenniidae,1,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Cirripectes variolosus,Blenniidae,1,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Coris gaimard,Labridae,1,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Coris gaimard,Labridae,2,10,0,0,0,40,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Ctenochaetus binotatus,Acanthuridae,1,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Ctenochaetus flavicauda,Acanthuridae,41,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Ctenochaetus flavicauda,Acanthuridae,34,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Ctenochaetus flavicauda,Acanthuridae,32,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Ctenochaetus striatus,Acanthuridae,11,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Ctenochaetus striatus,Acanthuridae,36,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Dascyllus flavicaudus,Pomacentridae,16,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Dascyllus flavicaudus,Pomacentridae,34,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Dascyllus flavicaudus,Pomacentridae,19,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Epibulus insidiator,Labridae,2,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Epibulus insidiator,Labridae,5,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Epinephelus fasciatus,Serranidae,2,10,0,0,0,40,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Forcipiger longirostris,Chaetodontidae,6,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Gomphosus varius,Labridae,20,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Gomphosus varius,Labridae,10,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Gomphosus varius,Labridae,3,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Halichoeres hortulanus,Labridae,2,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Halichoeres hortulanus,Labridae,1,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Labroides bicolor,Labridae,3,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Labroides bicolor,Labridae,2,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Labroides dimidiatus,Labridae,5,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Labroides dimidiatus,Labridae,2,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Labroides dimidiatus,Labridae,6,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Macropharyngodon meleagris,Labridae,3,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Macropharyngodon meleagris,Labridae,3,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Macropharyngodon ornatus,Labridae,18,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Macropharyngodon ornatus,Labridae,11,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Macropharyngodon ornatus,Labridae,14,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Melichthys niger,Balistidae,6,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Melichthys vidua,Balistidae,4,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Melichthys vidua,Balistidae,3,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Melichthys vidua,Balistidae,3,20,0,0,1,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Naso annulatus,Acanthuridae,1,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Naso lituratus,Acanthuridae,1,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Naso lituratus,Acanthuridae,2,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Naso lituratus,Acanthuridae,4,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Nemateleotris magnifica,Gobiidae,8,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Novaculichthys taeniourus,Labridae,1,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Odonus niger,Balistidae,1,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Odonus niger,Balistidae,6,20,0,0,1,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Ostracion meleagris,Ostraciidae,1,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Ostracion meleagris,Ostraciidae,1,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Ostracion meleagris,Ostraciidae,1,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Parupeneus insularis,Mullidae,1,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Parupeneus insularis,Mullidae,1,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Parupeneus multifasciatus,Mullidae,4,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Parupeneus multifasciatus,Mullidae,7,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Parupeneus multifasciatus,Mullidae,5,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Plagiotremus tapeinosoma,Blenniidae,5,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Plagiotremus tapeinosoma,Blenniidae,5,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Plagiotremus tapeinosoma,Blenniidae,7,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Plectroglyphidodon (cf) sp.,Pomacentridae,1,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Pomachromis fuscidorsalis,Pomacentridae,13,20,0,0,1,51,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Pomachromis fuscidorsalis,Pomacentridae,8,50,1,0,0,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Pomachromis fuscidorsalis,Pomacentridae,17,10,0,0,0,40,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Pseudocheilinus tetrataenia,Labridae,1,10,0,0,0,40,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Pseudojuloides atavai,Labridae,1,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Scarus oviceps,Scaridae,5,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Scarus oviceps,Scaridae,1,10,0,0,0,40,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Scarus psittacus,Scaridae,2,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Stethojulis bandanensis,Labridae,2,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Stethojulis bandanensis,Labridae,1,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Stethojulis bandanensis,Labridae,3,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Sufflamen bursa,Balistidae,2,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Sufflamen bursa,Balistidae,5,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Sufflamen bursa,Balistidae,2,20,0,0,1,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Synodus binotatus,Synodontidae,1,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Thalassoma lutescens,Labridae,5,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Thalassoma lutescens,Labridae,6,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Thalassoma lutescens,Labridae,4,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Thalassoma quinquevittatum,Labridae,1,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Thalassoma quinquevittatum,Labridae,7,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Thalassoma quinquevittatum,Labridae,1,20,0,0,1,51,0,KS+CK
2005,2005-08-05,13:40,15:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Zebrasoma scopas,Acanthuridae,17,10,0,0,0,40,0,KS+CK
2005,2005-07-25,09:15,12:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Zebrasoma scopas,Acanthuridae,14,50,1,0,0,51,0,KS+CK
2005,2005-08-13,13:30,15:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Zebrasoma scopas,Acanthuridae,12,20,0,0,1,51,0,KS+CK
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Canthigaster solandri,Tetraodontidae,4,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Echidna nebulosa,Muraenidae,1,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Fusigobius neophytus,Gobiidae,4,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Gnatholepis anjerensis,Gobiidae,1,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Ostracion meleagris,Ostraciidae,1,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Parapercis millepunctata,Pinguipedidae,2,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Pseudocheilinus evanidus,Labridae,4,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Pseudocheilinus hexataenia,Labridae,1,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Sargocentron caudimaculatum,Holocentridae,1,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Saurida gracilis,Synodontidae,2,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 1 m,1,FR,1,1,Stegastes nigricans,Pomacentridae,9,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Abudefduf sexfasciatus,Pomacentridae,15,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthurus nigrofuscus,Acanthuridae,46,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthurus thompsoni,Acanthuridae,1,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Aulostomus chinensis,Aulostomidae,1,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Centropyge bispinosa,Pomacanthidae,15,20,1,0,0,17,0,AB+SH
2005,2005-07-30,10:00,12:00,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Centropyge flavissima,Pomacanthidae,8,20,1,0,0,17,0,AB+SH
